Retailer_code,Product_number,Order_method_code,Date,Quantity,Unit_price,Unit_sale_price
1137,142110,5,12/07/2015,31,154.00,154.00
1137,143120,5,12/07/2015,59,48.60,48.60
1137,144180,5,12/07/2015,13,188.00,188.00
1137,145170,5,12/07/2015,11,260.00,260.00
1137,147110,5,12/07/2015,84,30.70,30.70
1406,125110,5,07/11/2016,7,73.00,73.00
1406,144180,5,07/11/2016,7,188.00,188.00
1406,145170,5,07/11/2016,3,270.20,270.20
1281,128140,5,19/08/2016,9,65.00,65.00
1281,132110,5,19/08/2016,41,80.00,80.00
1281,135110,5,19/08/2016,18,160.00,160.00
1281,145130,5,19/08/2016,11,260.00,260.00
1281,148130,5,19/08/2016,68,40.50,40.50
1281,149140,5,19/08/2016,45,62.65,62.65
1255,128130,5,20/07/2017,30,67.50,67.50
1255,129110,5,20/07/2017,9,229.60,229.60
1255,149140,5,20/07/2017,37,62.65,62.65
1733,124190,5,20/04/2016,192,43.85,43.85
1733,144180,5,20/04/2016,45,188.00,188.00
1225,126110,5,15/11/2016,30,42.25,42.25
1225,126140,5,15/11/2016,34,43.85,43.85
1225,127130,5,15/11/2016,80,20.15,20.15
1225,129130,5,15/11/2016,6,220.00,220.00
1225,130110,5,15/11/2016,8,167.20,167.20
1225,132110,5,15/11/2016,17,80.00,80.00
1225,135110,5,15/11/2016,9,160.00,160.00
1225,147120,5,15/11/2016,44,30.70,30.70
1225,147180,5,15/11/2016,49,30.40,30.40
1225,148110,5,15/11/2016,34,40.50,40.50
1225,151110,5,15/11/2016,9,145.00,145.00
1225,154150,5,15/11/2016,11,130.00,130.00
1192,125120,4,08/12/2015,9,70.00,70.00
1192,144180,4,08/12/2015,3,188.00,188.00
1192,147110,4,08/12/2015,24,30.70,30.70
1192,147180,4,08/12/2015,25,30.40,30.40
1268,126130,5,12/09/2016,37,43.85,43.85
1268,128210,5,12/09/2016,26,62.65,62.65
1268,129130,5,12/09/2016,7,220.00,220.00
1268,129150,5,12/09/2016,7,240.00,240.00
1268,143110,5,12/09/2016,32,50.30,50.30
1268,147110,5,12/09/2016,50,30.70,30.70
1268,147170,5,12/09/2016,47,30.40,30.40
1605,124190,5,15/06/2015,74,42.25,42.25
1605,126140,5,15/06/2015,95,42.25,42.25
1223,124160,5,13/04/2018,42,26.80,26.80
1223,128130,5,13/04/2018,18,67.50,67.50
1223,128160,5,13/04/2018,13,67.60,67.60
1223,132140,5,13/04/2018,11,84.00,84.00
1223,147170,5,13/04/2018,36,32.85,32.85
1223,149120,5,13/04/2018,16,62.65,62.65
1223,149130,5,13/04/2018,15,62.65,62.65
1430,144180,5,06/11/2017,57,200.00,200.00
1379,128140,5,16/05/2018,36,67.60,67.60
1379,129130,5,16/05/2018,13,229.60,229.60
1261,126140,5,16/12/2016,38,43.85,43.85
1261,128140,5,16/12/2016,25,65.00,65.00
1261,128150,5,16/12/2016,25,65.00,65.00
1261,128210,5,16/12/2016,27,62.65,62.65
1261,132110,5,16/12/2016,20,80.00,80.00
1261,132120,5,16/12/2016,21,80.00,80.00
1261,132170,5,16/12/2016,20,85.00,85.00
1261,143110,5,16/12/2016,33,50.30,50.30
1261,144150,5,16/12/2016,8,200.00,200.00
1261,144180,5,16/12/2016,9,188.00,188.00
1261,145170,5,16/12/2016,7,270.20,270.20
1261,147170,5,16/12/2016,59,30.40,30.40
1261,147180,5,16/12/2016,56,30.40,30.40
1309,128130,5,12/07/2018,22,67.50,67.50
1309,129110,5,12/07/2018,6,229.60,229.60
1309,129180,5,12/07/2018,6,249.00,249.00
1309,132140,5,12/07/2018,16,84.00,84.00
1309,135130,5,12/07/2018,9,167.90,167.90
1309,136140,5,12/07/2018,33,47.30,47.30
1309,144180,5,12/07/2018,7,200.00,200.00
1309,149140,5,12/07/2018,29,62.65,62.65
1238,128200,5,11/07/2017,19,70.00,70.00
1238,129150,5,11/07/2017,4,254.00,254.00
1238,132170,5,11/07/2017,12,85.00,85.00
1238,145170,5,11/07/2017,4,270.20,270.20
1238,147170,5,11/07/2017,33,32.85,32.85
1398,145170,5,07/02/2017,13,270.20,270.20
1259,123140,5,17/08/2017,148,38.30,38.30
1259,124110,5,17/08/2017,169,26.80,26.80
1259,124190,5,17/08/2017,96,43.85,43.85
1259,126110,5,17/08/2017,98,45.63,45.63
1259,127130,5,17/08/2017,226,20.15,20.15
1259,128140,5,17/08/2017,76,65.00,65.00
1259,128150,5,17/08/2017,69,65.00,65.00
1259,128200,5,17/08/2017,100,70.00,70.00
1259,132120,5,17/08/2017,68,80.00,80.00
1259,132170,5,17/08/2017,50,85.00,85.00
1259,135120,5,17/08/2017,23,172.80,172.80
1259,148120,5,17/08/2017,118,40.50,40.50
1614,125110,5,20/07/2017,92,73.00,73.00
1614,144180,5,20/07/2017,34,200.00,200.00
1225,128150,5,15/06/2017,16,65.00,65.00
1225,131120,5,15/06/2017,27,40.70,40.70
1201,129180,5,13/03/2017,9,249.00,249.00
1201,144180,5,13/03/2017,12,188.00,188.00
1201,147120,5,13/03/2017,79,30.70,30.70
1201,147130,5,13/03/2017,77,30.70,30.70
1201,147170,5,13/03/2017,79,30.40,30.40
1201,149140,5,13/03/2017,38,62.65,62.65
1201,151110,5,13/03/2017,17,145.00,145.00
1394,125110,5,17/04/2017,96,73.00,73.00
1394,144180,5,17/04/2017,37,188.00,188.00
1394,147160,5,17/04/2017,249,30.40,30.40
1498,128140,5,17/04/2017,160,65.00,65.00
1759,132110,5,11/02/2015,64,80.00,80.00
1666,144180,5,15/11/2017,29,200.00,200.00
1261,123140,5,12/06/2018,177,38.30,38.30
1261,124110,5,12/06/2018,202,26.80,26.80
1261,129110,5,12/06/2018,5,229.60,229.60
1261,135130,5,12/06/2018,37,167.90,167.90
1261,151110,5,12/06/2018,8,145.00,145.00
1571,145170,5,13/06/2017,29,270.20,270.20
1412,125110,5,08/06/2015,168,70.00,70.00
1412,144180,5,08/06/2015,63,188.00,188.00
1223,128210,5,17/04/2017,9,62.65,62.65
1223,129110,5,17/04/2017,2,220.00,220.00
1223,144180,5,17/04/2017,3,188.00,188.00
1223,145170,5,17/04/2017,2,270.20,270.20
1223,154120,5,17/04/2017,4,120.30,120.30
1294,128130,5,11/10/2017,6,67.50,67.50
1294,129130,5,11/10/2017,2,229.60,229.60
1294,132170,5,11/10/2017,5,89.30,89.30
1294,144180,5,11/10/2017,2,200.00,200.00
1294,148120,5,11/10/2017,9,42.75,42.75
1268,125110,5,16/07/2015,3,70.00,70.00
1268,132120,5,16/07/2015,3,80.00,80.00
1268,143110,5,16/07/2015,6,48.60,48.60
1272,127130,5,23/06/2017,212,20.15,20.15
1272,128150,5,23/06/2017,69,65.00,65.00
1272,128200,5,23/06/2017,60,70.00,70.00
1272,129130,5,23/06/2017,17,229.60,229.60
1272,129180,5,23/06/2017,17,249.00,249.00
1272,132120,5,23/06/2017,52,80.00,80.00
1272,149120,5,23/06/2017,65,62.65,62.65
1272,151110,5,23/06/2017,32,145.00,145.00
1272,152110,5,23/06/2017,14,358.00,358.00
1272,153110,5,23/06/2017,19,235.00,235.00
1358,144180,2,13/08/2015,36,188.00,188.00
1277,129130,5,23/09/2016,14,220.00,220.00
1277,132120,5,23/09/2016,38,80.00,80.00
1277,143110,5,23/09/2016,62,50.30,50.30
1277,143120,5,23/09/2016,61,50.30,50.30
1277,144180,5,23/09/2016,16,188.00,188.00
1277,145130,5,23/09/2016,12,260.00,260.00
1277,147110,5,23/09/2016,104,30.70,30.70
1277,147170,5,23/09/2016,110,30.40,30.40
1247,124110,5,20/10/2017,34,26.80,26.80
1247,129130,5,20/10/2017,4,229.60,229.60
1247,129150,5,20/10/2017,3,254.00,254.00
1247,129180,5,20/10/2017,3,249.00,249.00
1247,132140,5,20/10/2017,11,84.00,84.00
1247,136140,5,20/10/2017,18,47.30,47.30
1247,147140,5,20/10/2017,22,37.25,37.25
1247,149130,5,20/10/2017,14,62.65,62.65
1247,151110,5,20/10/2017,6,145.00,145.00
1286,128130,5,22/06/2018,7,67.50,67.50
1286,129130,5,22/06/2018,8,229.60,229.60
1286,132170,5,22/06/2018,21,89.30,89.30
1286,145170,5,22/06/2018,2,270.20,270.20
1286,148110,5,22/06/2018,43,42.75,42.75
1189,126110,4,16/04/2015,128,42.25,42.25
1189,126130,4,16/04/2015,126,42.25,42.25
1189,128140,4,16/04/2015,10,65.00,65.00
1189,128150,4,16/04/2015,71,65.00,65.00
1189,135120,4,16/04/2015,34,160.00,160.00
1189,140110,4,16/04/2015,21,365.00,365.00
1189,142110,4,16/04/2015,63,154.00,154.00
1189,143110,4,16/04/2015,123,48.60,48.60
1189,145160,4,16/04/2015,22,240.00,240.00
1189,147110,4,16/04/2015,19,30.70,30.70
1189,147180,4,16/04/2015,17,30.40,30.40
1196,125150,5,07/03/2018,44,73.00,73.00
1196,144180,5,07/03/2018,17,200.00,200.00
1196,148120,5,07/03/2018,77,42.75,42.75
1196,148130,5,07/03/2018,77,43.00,43.00
1275,126110,5,22/04/2016,39,42.25,42.25
1275,126140,5,22/04/2016,51,43.85,43.85
1275,127110,5,22/04/2016,85,20.15,20.15
1275,129130,5,22/04/2016,9,220.00,220.00
1275,147110,5,22/04/2016,55,30.70,30.70
1196,127130,4,15/01/2015,17,20.15,20.15
1196,128140,4,15/01/2015,7,65.00,65.00
1196,144180,4,15/01/2015,2,188.00,188.00
1196,147180,4,15/01/2015,14,30.40,30.40
1520,143110,5,12/01/2016,322,50.30,50.30
1147,128140,5,10/02/2015,147,65.00,65.00
1228,128130,5,10/05/2018,95,67.50,67.50
1228,136130,5,10/05/2018,127,47.30,47.30
1228,148120,5,10/05/2018,105,42.75,42.75
1677,145170,5,16/03/2018,46,270.20,270.20
1277,126140,5,10/08/2017,70,43.85,43.85
1277,127130,5,10/08/2017,148,20.15,20.15
1277,128130,5,10/08/2017,70,67.50,67.50
1277,128140,5,10/08/2017,50,65.00,65.00
1277,128200,5,10/08/2017,52,70.00,70.00
1277,132170,5,10/08/2017,40,85.00,85.00
1277,147130,5,10/08/2017,94,33.15,33.15
1277,148120,5,10/08/2017,83,40.50,40.50
1277,148130,5,10/08/2017,78,40.50,40.50
1277,149130,5,10/08/2017,51,62.65,62.65
1720,144180,5,13/07/2016,9,188.00,188.00
1133,128150,2,17/01/2016,13,65.00,65.00
1133,133110,2,17/01/2016,7,110.00,110.00
1133,143110,2,17/01/2016,20,50.30,50.30
1288,128210,5,08/08/2017,57,62.65,62.65
1288,135120,5,08/08/2017,18,172.80,172.80
1261,128130,5,08/05/2018,20,67.50,67.50
1261,132140,5,08/05/2018,15,84.00,84.00
1261,144170,5,08/05/2018,7,189.00,189.00
1261,144180,5,08/05/2018,6,200.00,200.00
1261,145170,5,08/05/2018,4,270.20,270.20
1261,149150,5,08/05/2018,20,62.65,62.65
1271,124140,5,10/11/2016,141,26.80,26.80
1271,128140,5,10/11/2016,54,65.00,65.00
1271,135120,5,10/11/2016,26,160.00,160.00
1271,143110,5,10/11/2016,78,50.30,50.30
1271,144180,5,10/11/2016,20,188.00,188.00
1271,145170,5,10/11/2016,13,270.20,270.20
1271,147110,5,10/11/2016,127,30.70,30.70
1271,149130,5,10/11/2016,58,62.65,62.65
1279,124190,5,10/01/2017,58,43.85,43.85
1279,136140,5,10/01/2017,63,44.90,44.90
1279,147160,5,10/01/2017,91,30.40,30.40
1258,124190,5,14/08/2017,102,43.85,43.85
1258,127130,5,14/08/2017,253,20.15,20.15
1258,128130,5,14/08/2017,77,67.50,67.50
1258,128140,5,14/08/2017,81,65.00,65.00
1258,128200,5,14/08/2017,105,70.00,70.00
1258,132120,5,14/08/2017,65,80.00,80.00
1258,132170,5,14/08/2017,53,85.00,85.00
1258,135120,5,14/08/2017,21,172.80,172.80
1258,135130,5,14/08/2017,26,167.90,167.90
1258,148120,5,14/08/2017,112,40.50,40.50
1289,124190,5,10/02/2015,70,42.25,42.25
1289,130130,5,10/02/2015,19,172.00,172.00
1289,144170,5,10/02/2015,18,180.00,180.00
1289,145130,5,10/02/2015,12,260.00,260.00
1289,145170,5,10/02/2015,12,260.00,260.00
1232,135120,5,11/05/2016,13,160.00,160.00
1710,144180,5,09/07/2018,11,200.00,200.00
1418,144180,5,18/01/2017,40,188.00,188.00
1418,145170,5,18/01/2017,28,270.20,270.20
1193,144180,5,20/06/2018,38,200.00,200.00
1151,132120,5,12/02/2018,7,84.00,84.00
1442,144180,5,13/11/2017,20,200.00,200.00
1289,132110,5,13/07/2016,28,80.00,80.00
1289,144180,5,13/07/2016,12,188.00,188.00
1289,149140,5,13/07/2016,38,62.65,62.65
1690,129130,5,21/10/2017,25,229.60,229.60
1690,144180,5,21/10/2017,34,200.00,200.00
1690,147110,5,21/10/2017,188,33.15,33.15
1229,127130,5,18/12/2017,172,21.25,21.25
1229,129180,5,18/12/2017,13,249.00,249.00
1229,135110,5,18/12/2017,21,167.50,167.50
1229,144180,5,18/12/2017,17,200.00,200.00
1229,145130,5,18/12/2017,15,274.00,274.00
1229,147180,5,18/12/2017,111,32.85,32.85
1229,148120,5,18/12/2017,81,42.75,42.75
1229,149140,5,18/12/2017,64,62.65,62.65
1680,129130,5,10/08/2017,11,229.60,229.60
1534,144180,5,18/07/2018,35,200.00,200.00
1195,128200,5,11/01/2018,3,72.80,72.80
1195,132140,5,11/01/2018,3,84.00,84.00
1195,144180,5,11/01/2018,1,200.00,200.00
1195,126110,5,10/07/2017,36,45.63,45.63
1195,129110,5,10/07/2017,6,229.60,229.60
1195,129150,5,10/07/2017,5,254.00,254.00
1195,132170,5,10/07/2017,16,85.00,85.00
1195,147120,5,10/07/2017,48,33.15,33.15
1195,147170,5,10/07/2017,48,32.85,32.85
1223,146140,5,18/07/2017,2,118.40,118.40
1223,149140,5,18/07/2017,4,62.65,62.65
1424,124140,5,20/05/2015,100,26.00,26.00
1424,124190,5,20/05/2015,173,42.25,42.25
1424,125110,5,20/05/2015,33,70.00,70.00
1424,125120,5,20/05/2015,79,70.00,70.00
1424,126110,5,20/05/2015,55,42.25,42.25
1424,126140,5,20/05/2015,172,42.25,42.25
1424,127130,5,20/05/2015,263,20.15,20.15
1424,128150,5,20/05/2015,36,65.00,65.00
1424,136140,5,20/05/2015,111,44.90,44.90
1424,141110,5,20/05/2015,20,238.00,238.00
1424,143110,5,20/05/2015,48,48.60,48.60
1424,144180,5,20/05/2015,28,188.00,188.00
1424,145170,5,20/05/2015,29,260.00,260.00
1424,147110,5,20/05/2015,169,30.70,30.70
1424,147180,5,20/05/2015,80,30.40,30.40
1424,148120,5,20/05/2015,129,40.50,40.50
1195,124190,5,13/02/2018,201,43.85,43.85
1195,129110,5,13/02/2018,38,229.60,229.60
1195,132150,5,13/02/2018,95,91.75,91.75
1195,144180,5,13/02/2018,45,200.00,200.00
1195,145170,5,13/02/2018,32,270.20,270.20
1195,147130,5,13/02/2018,288,33.15,33.15
1213,125110,5,13/06/2016,20,73.00,73.00
1213,125120,5,13/06/2016,23,73.00,73.00
1213,129110,5,13/06/2016,7,220.00,220.00
1213,129130,5,13/06/2016,7,220.00,220.00
1213,144150,5,13/06/2016,8,200.00,200.00
1213,144180,5,13/06/2016,9,188.00,188.00
1213,145170,5,13/06/2016,6,270.20,270.20
1280,132120,5,19/07/2017,25,80.00,80.00
1280,144180,5,19/07/2017,10,200.00,200.00
1716,129130,5,08/02/2018,16,229.60,229.60
1716,144180,5,08/02/2018,16,200.00,200.00
1134,145170,5,18/07/2017,2,270.20,270.20
1516,145170,5,13/02/2018,37,270.20,270.20
1311,125110,5,19/05/2015,146,70.00,70.00
1311,132120,5,19/05/2015,123,80.00,80.00
1311,145170,5,19/05/2015,38,260.00,260.00
1756,129130,5,16/12/2016,52,220.00,220.00
1756,144180,5,16/12/2016,57,188.00,188.00
1756,145170,5,16/12/2016,43,270.20,270.20
1271,124110,5,12/06/2018,22,26.80,26.80
1271,126140,5,12/06/2018,14,43.85,43.85
1271,129110,5,12/06/2018,2,229.60,229.60
1271,129150,5,12/06/2018,2,254.00,254.00
1271,129170,5,12/06/2018,2,249.00,249.00
1271,135130,5,12/06/2018,3,167.90,167.90
1271,144170,5,12/06/2018,3,189.00,189.00
1366,145170,5,22/04/2015,3,260.00,260.00
1636,129130,5,17/08/2016,42,220.00,220.00
1636,144180,5,17/08/2016,50,188.00,188.00
1621,126110,5,19/05/2015,328,42.25,42.25
1621,126130,5,19/05/2015,323,42.25,42.25
1621,128140,5,19/05/2015,202,65.00,65.00
1621,132120,5,19/05/2015,175,80.00,80.00
1621,143110,5,19/05/2015,313,48.60,48.60
1621,145160,5,19/05/2015,66,240.00,240.00
1621,147180,5,19/05/2015,46,30.40,30.40
1200,124190,5,12/01/2018,73,43.85,43.85
1200,144180,5,12/01/2018,17,200.00,200.00
1206,127130,5,16/05/2018,134,21.25,21.25
1206,128200,5,16/05/2018,39,72.80,72.80
1206,128210,5,16/05/2018,46,62.65,62.65
1206,143110,5,16/05/2018,79,50.30,50.30
1206,148120,5,16/05/2018,67,42.75,42.75
1677,129130,5,21/04/2016,33,220.00,220.00
1677,147110,5,21/04/2016,224,30.70,30.70
1283,124190,5,08/11/2016,101,43.85,43.85
1283,125110,5,08/11/2016,60,73.00,73.00
1283,128140,5,08/11/2016,68,65.00,65.00
1283,129130,5,08/11/2016,21,220.00,220.00
1283,149140,5,08/11/2016,74,62.65,62.65
1283,151110,5,08/11/2016,30,145.00,145.00
1135,124190,2,16/03/2015,17,42.25,42.25
1135,126110,2,16/03/2015,17,42.25,42.25
1135,127110,2,16/03/2015,34,20.15,20.15
1135,141110,2,16/03/2015,3,238.00,238.00
1135,147130,2,16/03/2015,21,30.70,30.70
1750,126110,5,18/07/2016,143,42.25,42.25
1750,126140,5,18/07/2016,145,43.85,43.85
1750,129130,5,18/07/2016,30,220.00,220.00
1472,144180,5,11/10/2015,14,188.00,188.00
1216,124190,2,19/10/2015,22,43.85,43.85
1216,127110,2,19/10/2015,50,20.15,20.15
1216,128140,2,19/10/2015,14,65.00,65.00
1216,128150,2,19/10/2015,15,65.00,65.00
1216,132110,2,19/10/2015,12,80.00,80.00
1216,132120,2,19/10/2015,12,80.00,80.00
1216,147120,2,19/10/2015,36,30.70,30.70
1216,147160,2,19/10/2015,36,30.40,30.40
1216,154110,2,19/10/2015,7,120.30,120.30
1226,154150,5,13/06/2016,12,130.00,130.00
1385,129130,5,15/03/2017,15,220.00,220.00
1261,122140,5,09/11/2017,86,67.50,67.50
1261,123140,5,09/11/2017,184,38.30,38.30
1261,129150,5,09/11/2017,24,254.00,254.00
1261,151110,5,09/11/2017,34,145.00,145.00
1277,143140,5,20/07/2018,60,50.80,50.80
1277,147170,5,20/07/2018,82,32.85,32.85
1277,151110,5,20/07/2018,18,145.00,145.00
1200,129130,5,15/08/2017,3,229.60,229.60
1192,125120,4,16/07/2015,7,70.00,70.00
1192,132110,4,16/07/2015,6,80.00,80.00
1192,144180,4,16/07/2015,2,188.00,188.00
1192,147180,4,16/07/2015,15,30.40,30.40
1195,144180,5,17/05/2018,8,200.00,200.00
1294,122140,5,16/03/2018,8,67.50,67.50
1294,129110,5,16/03/2018,2,229.60,229.60
1294,148130,5,16/03/2018,11,43.00,43.00
1410,129130,5,12/04/2017,10,220.00,220.00
1410,144180,5,12/04/2017,10,188.00,188.00
1220,144180,5,18/10/2016,10,188.00,188.00
1280,124190,5,16/03/2015,50,42.25,42.25
1280,125120,5,16/03/2015,31,70.00,70.00
1280,126110,5,16/03/2015,52,42.25,42.25
1280,126140,5,16/03/2015,57,42.25,42.25
1280,128140,5,16/03/2015,33,65.00,65.00
1280,136140,5,16/03/2015,46,44.90,44.90
1280,147110,5,16/03/2015,70,30.70,30.70
1280,147120,5,16/03/2015,72,30.70,30.70
1280,147130,5,16/03/2015,71,30.70,30.70
1280,147180,5,16/03/2015,70,30.40,30.40
1398,126140,5,23/12/2016,93,43.85,43.85
1133,127130,5,08/05/2018,115,21.25,21.25
1133,128130,5,08/05/2018,53,67.50,67.50
1133,128200,5,08/05/2018,51,72.80,72.80
1133,129150,5,08/05/2018,11,254.00,254.00
1133,132140,5,08/05/2018,47,84.00,84.00
1133,136130,5,08/05/2018,81,47.30,47.30
1133,147140,5,08/05/2018,66,37.25,37.25
1194,129130,5,19/04/2018,11,229.60,229.60
1282,125110,5,21/12/2016,85,73.00,73.00
1424,122140,5,14/03/2018,24,67.50,67.50
1424,129150,5,14/03/2018,6,254.00,254.00
1424,130110,5,14/03/2018,38,167.20,167.20
1424,135110,5,14/03/2018,40,167.50,167.50
1424,136140,5,14/03/2018,89,47.30,47.30
1424,151110,5,14/03/2018,33,145.00,145.00
1309,127110,5,07/02/2017,15,20.15,20.15
1230,127130,5,16/02/2016,266,20.15,20.15
1230,129110,5,16/02/2016,24,220.00,220.00
1230,132110,5,16/02/2016,65,80.00,80.00
1230,144180,5,16/02/2016,26,188.00,188.00
1230,145170,5,16/02/2016,19,270.20,270.20
1230,147120,5,16/02/2016,172,30.70,30.70
1230,147170,5,16/02/2016,200,30.40,30.40
1223,126150,5,20/06/2018,38,48.25,48.25
1223,132110,5,20/06/2018,18,84.00,84.00
1223,136130,5,20/06/2018,53,47.30,47.30
1223,136150,5,20/06/2018,49,47.30,47.30
1223,146130,5,20/06/2018,20,109.50,109.50
1223,147110,5,20/06/2018,49,33.15,33.15
1255,125150,5,09/05/2017,17,73.00,73.00
1255,126110,5,09/05/2017,28,45.63,45.63
1255,129110,5,09/05/2017,5,220.00,220.00
1277,143120,5,08/02/2016,20,50.30,50.30
1277,145170,5,08/02/2016,3,270.20,270.20
1651,144180,5,19/03/2015,13,188.00,188.00
1651,145170,5,19/03/2015,5,260.00,260.00
1730,145170,5,16/11/2017,27,270.20,270.20
1268,124190,5,11/08/2016,80,43.85,43.85
1268,145130,5,11/08/2016,13,260.00,260.00
1268,148130,5,11/08/2016,84,40.50,40.50
1226,122140,5,06/03/2018,41,67.50,67.50
1226,128130,5,06/03/2018,49,67.50,67.50
1226,128200,5,06/03/2018,33,72.80,72.80
1226,129150,5,06/03/2018,10,254.00,254.00
1226,132140,5,06/03/2018,41,84.00,84.00
1226,149150,5,06/03/2018,57,62.65,62.65
1238,147150,5,07/02/2016,9,34.00,34.00
1247,125110,5,19/10/2015,220,70.00,70.00
1247,126110,5,19/10/2015,73,42.25,42.25
1247,126140,5,19/10/2015,66,43.85,43.85
1247,130110,5,19/10/2015,102,160.80,160.80
1247,141110,5,19/10/2015,58,238.00,238.00
1247,143110,5,19/10/2015,48,50.30,50.30
1247,144180,5,19/10/2015,68,188.00,188.00
1546,144180,5,22/06/2018,18,200.00,200.00
1135,123120,5,16/11/2016,29,38.30,38.30
1135,126140,5,16/11/2016,27,43.85,43.85
1135,127130,5,16/11/2016,54,20.15,20.15
1135,144180,5,16/11/2016,6,188.00,188.00
1247,126110,5,18/10/2016,68,42.25,42.25
1247,128210,5,18/10/2016,44,62.65,62.65
1247,132120,5,18/10/2016,35,80.00,80.00
1247,141110,5,18/10/2016,13,238.00,238.00
1247,143110,5,18/10/2016,67,50.30,50.30
1247,151110,5,18/10/2016,24,145.00,145.00
1247,152110,5,18/10/2016,13,358.00,358.00
1385,144180,5,14/02/2018,32,200.00,200.00
1711,126140,5,18/09/2017,100,43.85,43.85
1261,126140,5,13/09/2017,27,43.85,43.85
1261,128130,5,13/09/2017,14,67.50,67.50
1261,129130,5,13/09/2017,4,229.60,229.60
1261,144180,5,13/09/2017,4,200.00,200.00
1261,147110,5,13/09/2017,28,33.15,33.15
1261,147170,5,13/09/2017,30,32.85,32.85
1261,148130,5,13/09/2017,21,43.00,43.00
1192,124190,5,13/02/2017,79,43.85,43.85
1192,128150,5,13/02/2017,54,65.00,65.00
1192,129130,5,13/02/2017,14,220.00,220.00
1192,132110,5,13/02/2017,45,80.00,80.00
1192,132120,5,13/02/2017,40,80.00,80.00
1192,147120,5,13/02/2017,102,30.70,30.70
1192,147180,5,13/02/2017,109,30.40,30.40
1192,151110,5,13/02/2017,23,145.00,145.00
1147,122140,5,18/05/2018,26,67.50,67.50
1147,124190,5,18/05/2018,38,43.85,43.85
1147,125110,5,18/05/2018,23,73.00,73.00
1147,126150,5,18/05/2018,39,48.25,48.25
1147,128210,5,18/05/2018,27,62.65,62.65
1147,129180,5,18/05/2018,6,249.00,249.00
1147,132170,5,18/05/2018,18,89.30,89.30
1147,144180,5,18/05/2018,8,200.00,200.00
1147,147130,5,18/05/2018,48,33.15,33.15
1147,147140,5,18/05/2018,42,37.25,37.25
1147,148130,5,18/05/2018,40,43.00,43.00
1311,131120,5,06/02/2018,20,40.70,40.70
1311,132170,5,06/02/2018,9,89.30,89.30
1311,135110,5,06/02/2018,4,167.50,167.50
1311,144150,5,06/02/2018,3,214.00,214.00
1311,149150,5,06/02/2018,12,62.65,62.65
1201,124140,5,17/08/2016,80,26.80,26.80
1201,125110,5,17/08/2016,29,73.00,73.00
1201,126140,5,17/08/2016,49,43.85,43.85
1201,144150,5,17/08/2016,10,200.00,200.00
1201,144180,5,17/08/2016,11,188.00,188.00
1201,145170,5,17/08/2016,8,270.20,270.20
1201,147110,5,17/08/2016,68,30.70,30.70
1201,147120,5,17/08/2016,69,30.70,30.70
1201,147170,5,17/08/2016,72,30.40,30.40
1225,124110,5,13/01/2016,29,26.80,26.80
1225,124140,5,13/01/2016,157,26.80,26.80
1225,124190,5,13/01/2016,19,43.85,43.85
1225,125110,5,13/01/2016,52,70.00,70.00
1225,125120,5,13/01/2016,50,70.00,70.00
1225,126140,5,13/01/2016,24,43.85,43.85
1225,128140,5,13/01/2016,56,65.00,65.00
1225,131120,5,13/01/2016,29,38.20,38.20
1225,132110,5,13/01/2016,46,80.00,80.00
1225,132170,5,13/01/2016,41,85.00,85.00
1225,133110,5,13/01/2016,31,110.00,110.00
1225,135120,5,13/01/2016,6,160.00,160.00
1225,140110,5,13/01/2016,10,365.00,365.00
1225,142110,5,13/01/2016,26,154.00,154.00
1225,143110,5,13/01/2016,75,50.30,50.30
1225,144150,5,13/01/2016,17,200.00,200.00
1225,144180,5,13/01/2016,23,188.00,188.00
1225,145130,5,13/01/2016,3,260.00,260.00
1225,145160,5,13/01/2016,15,240.00,240.00
1225,147120,5,13/01/2016,30,30.70,30.70
1225,154110,5,13/01/2016,37,120.30,120.30
1579,144180,5,09/06/2016,9,188.00,188.00
1210,144180,5,17/11/2015,11,188.00,188.00
1272,123120,5,13/08/2015,22,38.30,38.30
1272,124110,5,13/08/2015,207,26.80,26.80
1272,124190,5,13/08/2015,20,43.85,43.85
1272,125120,5,13/08/2015,59,70.00,70.00
1272,126110,5,13/08/2015,23,42.25,42.25
1272,126130,5,13/08/2015,100,43.85,43.85
1272,126140,5,13/08/2015,22,43.85,43.85
1272,129130,5,13/08/2015,21,220.00,220.00
1272,133110,5,13/08/2015,78,110.00,110.00
1272,135120,5,13/08/2015,26,160.00,160.00
1272,141110,5,13/08/2015,17,238.00,238.00
1272,142110,5,13/08/2015,36,154.00,154.00
1272,143110,5,13/08/2015,98,50.30,50.30
1272,144110,5,13/08/2015,29,188.00,188.00
1272,144180,5,13/08/2015,5,188.00,188.00
1272,145110,5,13/08/2015,3,220.00,220.00
1272,145130,5,13/08/2015,15,260.00,260.00
1272,145160,5,13/08/2015,16,240.00,240.00
1272,147110,5,13/08/2015,163,30.70,30.70
1272,147170,5,13/08/2015,30,30.40,30.40
1272,154110,5,13/08/2015,36,120.30,120.30
1442,144180,5,19/11/2015,9,188.00,188.00
1281,124190,5,08/12/2015,54,43.85,43.85
1281,125110,5,08/12/2015,32,70.00,70.00
1281,129130,5,08/12/2015,10,220.00,220.00
1281,132120,5,08/12/2015,27,80.00,80.00
1281,136140,5,08/12/2015,53,44.90,44.90
1281,144180,5,08/12/2015,12,188.00,188.00
